parent_article_url,child_link,child_link_name,link_type,status
https://weziwezi.com/تكلفة-السياحة-في-أندونيسيا/,http://www.lonelyplanet.com/indonesia/money-costs,1,external,403
https://weziwezi.com/أعلى_قمم_جبال_في_الوطن_العربي,https://www.livescience.com/32594-which-mountain-is-the-tallest-in-the-world.html,"""Which Mountain Is the Tallest in the World?""",external,403
https://weziwezi.com/تكلفة-السياحة-في-اسبانيا/,http://www.lonelyplanet.com/spain/money-costs,2,external,403
https://weziwezi.com/تكلفة-السفر-إلى-الجزائر/,http://www.lonelyplanet.com/algeria/money-costs,2,external,403
https://weziwezi.com/تكلفة-السياحة-في-المغرب/,http://www.lonelyplanet.com/morocco/money-costs,1,external,403
https://weziwezi.com/معلومات-عن-قناة-بنما/,https://weziwezi.com/index.php?title=url/&action=edit&redlink=1,بالملاريا والحمى,internal,404
https://weziwezi.com/من_هو_مكتشف_جزر_ساندويتش,https://www.livescience.com/2656-captain-cook-changed-world.html,"""How Captain Cook Changed the World""",external,403
https://weziwezi.com/تكلفة-السياحة-في-جنوب-إفريقيا/,http://www.lonelyplanet.com/south-africa/money-costs,1,external,403
https://weziwezi.com/أفضل-مكاتب-السياحة-والسفر-في-الأردن/,http://www.mawakebtours.com,مواكب للسياحة والسفر,external,403
https://weziwezi.com/أماكن-الجذب-السياحي-في-عالم-فيراري/,https://www.topgear.com/car-news/ferrari-world%E2%80%99s-10-bestworst-attractions,1,external,403
https://weziwezi.com/أسماء_البحار_في_العالم,https://www.livescience.com/27663-seven-seas.html,"""?hat Are the Seven Seas""",external,403
https://weziwezi.com/تكلفة-السفر-إلى-تركيا/,http://www.lonelyplanet.com/turkey/money-costs,1,external,403
https://weziwezi.com/تكلفة-السياحة-في-برشلونة/,http://www.lonelyplanet.com/spain/barcelona/money-costs,1,external,403
https://weziwezi.com/جغرافية_جمهورية_أفريقيا_الوسطى,https://www.livescience.com/39575-ancient-saharan-rivers-existed.html,"""Buried Saharan Rivers May Have Led Humans Out of Africa""",external,403
https://weziwezi.com/تكلفة-السفر-إلى-قبرص/,http://www.lonelyplanet.com/cyprus/money-costs,2,external,403
https://weziwezi.com/أطول_أنهار_امريكا_الشمالية,https://www.quora.com/search?q=rivers,"""How many named rivers are in the world?""",external,429
https://weziwezi.com/أطول_أنهار_امريكا_الشمالية,https://www.livescience.com/32600-what-is-the-worlds-longest-river.html,"""What's the World's Longest River?""",external,403
https://weziwezi.com/كيف_تتكون_الكهوف_البحرية,https://www.livescience.com/55568-deepest-blue-hole-in-south-china-sea.html,"""World's Deepest Blue Hole Is in South China Sea""",external,403
https://weziwezi.com/المناخ_في_جبال_طوروس,https://www.sciencedirect.com/science/article/pii/S1877042814016218,"""Effects of Topography and Climate on the Ecology of Taurus Mountains in the Mediterranean Region of Turkey""",external,403
https://weziwezi.com/من_أين_ينبع_نهر_النيل,https://www.livescience.com/57023-nile-river-facts.html,"""The Nile: Longest River in the World""",external,403
https://weziwezi.com/عدد_البحار_في_العالم,https://www.livescience.com/33328-haunted-nautical-locations.html,"""mysterious locations in the seas""",external,403
